Date,Time,PM10 (μg/m³),PM2.5 (μg/m³),CO (μg/m³),NO2 (μg/m³),SO2 (μg/m³),Temp (°C),Humidity (%),Wind_Speed (km/h),Soil_Moisture (m³/m³),AQI
2024-05-23,05:00:00,51.0,31.9,369.0,3.3,3.8,25.4,62.0,7.6,0.327,97
2024-05-23,06:00:00,53.9,32.4,337.0,1.6,3.1,25.8,59.0,6.8,0.324,97
2024-05-23,07:00:00,59.0,33.5,320.0,1.2,2.9,27.0,54.0,6.4,0.32,98
2024-05-23,08:00:00,59.3,32.8,310.0,1.5,3.0,28.1,49.0,3.6,0.316,98
2024-05-23,09:00:00,56.9,33.2,308.0,2.0,3.1,28.1,47.0,1.5,0.312,98
2024-05-23,10:00:00,54.4,32.8,297.0,1.7,3.1,27.7,47.0,2.3,0.309,98
2024-05-23,11:00:00,54.0,32.0,293.0,1.6,3.0,26.8,52.0,3.3,0.307,101
2024-05-23,12:00:00,54.2,31.3,322.0,3.4,3.3,25.9,59.0,2.8,0.306,104
2024-05-23,13:00:00,54.7,33.2,457.0,9.6,4.1,22.1,81.0,3.1,0.318,103
2024-05-23,14:00:00,53.6,35.0,644.0,18.1,5.1,21.2,89.0,3.0,0.317,98
2024-05-23,15:00:00,52.0,34.7,793.0,24.5,6.0,20.5,93.0,3.6,0.316,97
2024-05-23,16:00:00,48.9,32.7,875.0,27.1,6.5,19.6,95.0,4.0,0.315,96
2024-05-23,17:00:00,45.2,30.2,918.0,27.5,6.8,18.9,95.0,3.6,0.314,95
2024-05-23,18:00:00,40.9,27.2,920.0,26.5,7.0,18.5,94.0,4.0,0.314,94
2024-05-23,19:00:00,38.2,25.2,857.0,23.5,7.0,18.4,93.0,4.4,0.313,93
2024-05-23,20:00:00,37.6,24.6,752.0,19.1,6.9,18.5,91.0,4.0,0.312,92
2024-05-23,21:00:00,37.5,24.4,668.0,15.6,6.9,18.6,90.0,5.1,0.311,91
2024-05-23,22:00:00,38.4,24.8,640.0,14.5,7.1,18.6,89.0,5.1,0.311,90
2024-05-23,23:00:00,38.4,24.8,632.0,14.3,7.4,18.6,89.0,5.1,0.31,88
2024-05-24,00:00:00,34.3,22.3,716.0,15.8,7.1,18.9,88.0,4.7,0.309,87
2024-05-24,01:00:00,40.0,26.5,608.0,12.3,6.8,21.0,88.0,7.0,0.308,87
2024-05-24,02:00:00,56.5,32.2,459.0,7.5,6.3,23.3,75.0,2.9,0.309,87
2024-05-24,03:00:00,54.6,30.9,344.0,3.8,5.7,25.3,65.0,1.8,0.308,88
2024-05-24,04:00:00,50.4,27.8,299.0,2.2,4.8,26.8,59.0,0.8,0.305,88
2024-05-24,05:00:00,45.2,25.0,289.0,1.7,3.6,28.1,52.0,1.1,0.302,88
2024-05-24,06:00:00,42.0,23.3,285.0,1.4,2.8,29.0,46.0,0.7,0.3,87
2024-05-24,07:00:00,38.2,21.7,278.0,1.1,2.4,29.4,45.0,2.8,0.299,87
2024-05-24,08:00:00,36.9,21.1,277.0,1.1,2.4,27.3,54.0,5.6,0.296,86
2024-05-24,09:00:00,37.4,21.6,281.0,1.4,2.4,27.4,56.0,4.6,0.3,84
2024-05-24,10:00:00,37.3,21.9,273.0,1.3,2.5,27.2,58.0,3.9,0.298,88
2024-05-24,11:00:00,37.6,22.5,269.0,1.5,2.7,27.0,58.0,2.8,0.296,95
2024-05-24,12:00:00,32.1,19.5,289.0,2.9,2.6,26.5,60.0,1.8,0.295,96
2024-05-24,13:00:00,36.0,23.0,454.0,10.3,3.4,23.7,80.0,1.1,0.288,95
2024-05-24,14:00:00,42.3,27.9,679.0,20.4,4.5,22.8,78.0,2.9,0.288,90
2024-05-24,15:00:00,46.8,31.3,839.0,27.2,5.4,22.0,81.0,3.3,0.287,79
2024-05-24,16:00:00,46.9,31.5,870.0,27.7,6.1,21.3,84.0,3.6,0.287,79
2024-05-24,17:00:00,43.0,28.9,836.0,24.9,6.6,20.6,86.0,4.7,0.287,79
2024-05-24,18:00:00,39.1,26.2,797.0,22.2,6.9,20.2,87.0,6.2,0.286,79
2024-05-24,19:00:00,36.4,24.4,774.0,20.6,7.0,19.9,89.0,5.4,0.286,78
2024-05-24,20:00:00,34.6,23.1,747.0,19.0,6.9,19.5,90.0,4.0,0.287,78
2024-05-24,21:00:00,33.3,22.1,715.0,17.4,6.9,19.7,89.0,4.5,0.289,78
2024-05-24,22:00:00,32.8,21.6,681.0,16.1,7.3,19.2,92.0,2.9,0.289,78
2024-05-24,23:00:00,32.5,21.3,642.0,14.8,7.7,19.3,91.0,4.3,0.29,78
2024-05-25,00:00:00,31.8,21.2,644.0,13.7,6.7,19.2,91.0,3.7,0.29,77
2024-05-25,01:00:00,38.2,25.5,542.0,10.6,6.0,22.6,84.0,4.7,0.283,77
2024-05-25,02:00:00,38.1,24.2,402.0,6.2,4.9,25.3,62.0,1.1,0.282,77
2024-05-25,03:00:00,30.3,18.7,297.0,2.9,4.0,26.4,62.0,2.9,0.281,77
2024-05-25,04:00:00,28.8,17.6,263.0,1.6,3.4,27.7,56.0,3.9,0.278,75
2024-05-25,05:00:00,28.3,17.3,264.0,1.3,2.9,28.9,50.0,4.7,0.275,75
2024-05-25,06:00:00,28.4,17.4,270.0,1.2,2.6,29.6,49.0,5.9,0.272,74
2024-05-25,07:00:00,29.0,17.8,269.0,1.0,2.5,29.8,49.0,5.6,0.27,73
2024-05-25,08:00:00,30.2,18.7,273.0,1.0,2.5,29.4,50.0,5.7,0.271,73
2024-05-25,09:00:00,30.9,19.4,281.0,1.4,2.5,29.2,55.0,4.3,0.27,86
2024-05-25,10:00:00,32.4,20.4,289.0,2.3,2.3,24.2,79.0,11.6,0.3,98
2024-05-25,11:00:00,33.8,21.2,301.0,3.6,2.1,23.0,87.0,10.8,0.321,102
2024-05-25,12:00:00,47.0,29.2,309.0,3.3,2.5,24.0,84.0,6.0,0.325,99
2024-05-25,13:00:00,51.9,33.6,476.0,10.9,3.3,22.4,92.0,2.3,0.312,97
2024-05-25,14:00:00,57.9,38.1,706.0,21.4,4.5,22.3,93.0,3.3,0.311,91
2024-05-25,15:00:00,63.3,42.0,880.0,28.9,5.5,22.3,94.0,3.3,0.311,80
2024-05-25,16:00:00,63.8,42.5,948.0,30.7,6.2,22.2,93.0,4.8,0.31,76
2024-05-25,17:00:00,61.0,40.9,960.0,29.6,6.6,22.0,92.0,5.9,0.309,77
2024-05-25,18:00:00,56.7,38.0,947.0,27.7,7.0,21.3,95.0,6.5,0.308,78
2024-05-25,19:00:00,52.3,34.9,912.0,25.4,7.2,20.6,96.0,5.9,0.308,79
2024-05-25,20:00:00,48.4,32.2,852.0,22.3,7.3,20.2,96.0,4.2,0.307,80
2024-05-25,21:00:00,45.1,30.0,794.0,19.5,7.4,20.3,95.0,6.5,0.307,81
2024-05-25,22:00:00,43.3,28.8,754.0,17.8,7.8,19.8,95.0,5.5,0.306,82
2024-05-25,23:00:00,43.1,28.5,717.0,16.5,8.2,19.4,95.0,5.1,0.305,82
2024-05-26,00:00:00,31.9,21.1,703.0,12.4,4.6,19.5,94.0,4.7,0.305,83
2024-05-26,01:00:00,40.3,26.8,593.0,9.7,4.9,22.8,84.0,2.6,0.307,83
2024-05-26,02:00:00,53.2,34.0,441.0,6.0,5.4,24.7,76.0,3.9,0.307,83
2024-05-26,03:00:00,51.2,32.4,329.0,3.1,5.5,26.0,69.0,2.8,0.306,84
2024-05-26,04:00:00,49.2,31.3,295.0,1.9,5.0,27.4,65.0,1.5,0.304,85
2024-05-26,05:00:00,45.8,29.2,299.0,1.5,4.1,28.4,62.0,3.6,0.301,86
2024-05-26,06:00:00,42.7,27.4,308.0,1.3,3.4,28.2,61.0,6.7,0.3,87
2024-05-26,07:00:00,40.0,25.8,309.0,1.1,3.1,26.8,69.0,3.7,0.302,88
2024-05-26,08:00:00,39.7,25.8,314.0,1.1,2.9,26.4,73.0,3.6,0.3,89
2024-05-26,09:00:00,38.9,25.4,320.0,1.3,2.8,26.6,73.0,4.1,0.298,95
2024-05-26,10:00:00,37.4,24.4,313.0,1.2,2.6,27.0,70.0,4.3,0.297,110
2024-05-26,11:00:00,35.4,23.3,306.0,1.3,2.4,27.1,67.0,3.1,0.296,117
2024-05-26,12:00:00,49.0,32.6,342.0,3.3,2.9,26.8,68.0,2.9,0.294,118
2024-05-26,13:00:00,49.1,32.9,426.0,7.2,3.5,23.5,82.0,3.7,0.381,116
2024-05-26,14:00:00,49.2,33.3,542.0,12.5,4.3,22.5,90.0,4.0,0.375,111
2024-05-26,15:00:00,51.0,34.7,635.0,16.6,5.0,21.7,94.0,4.0,0.371,104
2024-05-26,16:00:00,54.4,36.9,682.0,18.1,5.7,21.0,96.0,4.7,0.367,94
2024-05-26,17:00:00,53.1,36.1,706.0,18.3,6.3,20.6,97.0,4.7,0.363,89
2024-05-26,18:00:00,49.5,33.8,720.0,18.1,6.7,20.4,96.0,4.8,0.36,89
2024-05-26,19:00:00,46.0,31.4,729.0,17.7,6.7,20.1,96.0,5.4,0.358,88
2024-05-26,20:00:00,43.5,29.7,728.0,16.9,6.6,19.8,97.0,5.4,0.355,88
2024-05-26,21:00:00,42.3,28.8,716.0,15.9,6.5,19.7,97.0,3.3,0.353,88
2024-05-26,22:00:00,42.5,28.8,695.0,14.9,6.8,19.6,95.0,4.3,0.351,88
2024-05-26,23:00:00,42.7,28.9,664.0,13.7,7.2,19.2,96.0,4.0,0.349,88
2024-05-27,00:00:00,41.1,27.8,639.0,12.0,6.6,19.5,95.0,4.7,0.347,88
2024-05-27,01:00:00,50.6,34.3,562.0,9.3,6.4,23.2,87.0,4.4,0.344,88
2024-05-27,02:00:00,56.6,38.0,455.0,5.6,6.0,25.9,71.0,1.5,0.342,89
2024-05-27,03:00:00,49.1,33.1,373.0,2.8,5.4,26.8,69.0,3.9,0.339,89
2024-05-27,04:00:00,44.9,30.2,341.0,1.8,4.2,27.6,67.0,6.6,0.336,90
2024-05-27,05:00:00,43.0,28.9,335.0,1.6,2.8,28.7,63.0,8.6,0.332,89
2024-05-27,06:00:00,41.1,27.6,333.0,1.6,1.7,29.2,60.0,6.7,0.328,89
2024-05-27,07:00:00,45.6,30.9,328.0,1.4,1.4,29.4,59.0,8.3,0.324,89
2024-05-27,08:00:00,39.2,26.5,328.0,1.5,1.5,27.4,67.0,2.8,0.321,90
2024-05-27,09:00:00,40.3,27.2,335.0,1.9,1.7,24.9,76.0,4.2,0.325,96
2024-05-27,10:00:00,37.1,25.1,347.0,2.9,2.1,24.6,77.0,1.3,0.324,105
2024-05-27,11:00:00,37.0,25.1,367.0,4.3,2.6,23.3,86.0,3.9,0.326,107
2024-05-27,12:00:00,27.9,19.6,358.0,5.3,2.9,23.0,87.0,1.8,0.325,103
2024-05-27,13:00:00,27.0,18.7,357.0,5.4,2.8,23.2,90.0,2.0,0.34,97
2024-05-27,14:00:00,24.3,16.8,358.0,5.6,2.6,22.7,91.0,0.5,0.339,92
2024-05-27,15:00:00,18.5,12.9,369.0,6.2,2.6,21.7,94.0,2.9,0.339,87
2024-05-27,16:00:00,17.3,12.1,400.0,7.5,2.8,21.9,93.0,1.3,0.341,84
2024-05-27,17:00:00,19.5,13.7,441.0,9.1,3.2,21.4,96.0,1.8,0.348,82
2024-05-27,18:00:00,20.5,14.4,471.0,10.2,3.6,21.1,97.0,2.9,0.362,80
2024-05-27,19:00:00,20.5,14.4,481.0,10.3,3.9,21.0,99.0,3.3,0.362,79
2024-05-27,20:00:00,20.5,14.4,479.0,9.8,4.1,20.8,99.0,2.3,0.36,77
2024-05-27,21:00:00,20.8,14.6,477.0,9.5,4.4,20.2,99.0,1.8,0.357,76
2024-05-27,22:00:00,21.0,14.6,482.0,10.0,5.0,19.9,99.0,1.8,0.355,74
2024-05-27,23:00:00,20.8,14.5,485.0,10.7,5.6,19.7,98.0,1.5,0.353,73
2024-05-28,00:00:00,13.8,9.6,446.0,10.3,5.6,20.0,97.0,3.4,0.351,72
2024-05-28,01:00:00,16.2,11.3,407.0,8.4,4.9,20.7,93.0,3.1,0.402,70
2024-05-28,02:00:00,14.1,9.2,352.0,5.8,4.0,21.0,93.0,1.1,0.398,68
2024-05-28,03:00:00,19.6,12.7,310.0,3.6,3.3,21.7,90.0,1.8,0.393,66
2024-05-28,04:00:00,31.1,19.8,292.0,2.4,3.0,24.3,77.0,1.6,0.387,64
2024-05-28,05:00:00,31.2,20.0,287.0,1.7,2.9,25.7,73.0,4.4,0.382,63
2024-05-28,06:00:00,32.4,20.9,285.0,1.3,2.8,23.4,81.0,4.3,0.43,62
2024-05-28,07:00:00,41.3,26.2,283.0,1.0,2.5,23.4,86.0,4.7,0.418,62
2024-05-28,08:00:00,48.4,30.7,285.0,1.0,2.3,24.4,84.0,2.9,0.409,68
2024-05-28,09:00:00,48.8,31.2,291.0,1.2,2.1,23.9,89.0,3.6,0.402,80
2024-05-28,10:00:00,48.7,31.3,287.0,1.1,2.1,24.6,86.0,2.1,0.397,89
2024-05-28,11:00:00,48.3,31.3,287.0,1.2,2.2,24.8,83.0,2.1,0.393,94
2024-05-28,12:00:00,45.4,30.2,336.0,3.2,2.6,25.0,78.0,2.5,0.39,97
2024-05-28,13:00:00,45.8,31.0,402.0,6.3,3.2,22.2,90.0,2.9,0.392,98
2024-05-28,14:00:00,46.1,31.7,494.0,10.7,4.1,21.5,92.0,3.0,0.388,97
2024-05-28,15:00:00,48.4,33.1,574.0,14.2,4.8,21.0,94.0,5.5,0.385,93
2024-05-28,16:00:00,48.5,33.4,634.0,16.1,5.1,20.4,95.0,6.3,0.383,86
2024-05-28,17:00:00,45.3,31.3,681.0,17.2,5.2,20.0,96.0,6.6,0.381,77
2024-05-28,18:00:00,40.9,28.3,705.0,17.4,5.2,20.0,95.0,6.2,0.379,72
2024-05-28,19:00:00,36.8,25.4,694.0,16.3,5.0,20.1,93.0,7.8,0.377,73
2024-05-28,20:00:00,33.2,23.0,659.0,14.3,4.7,19.6,94.0,8.6,0.375,74
2024-05-28,21:00:00,31.2,21.5,622.0,12.6,4.7,18.8,95.0,8.0,0.374,75
2024-05-28,22:00:00,32.0,22.0,590.0,11.7,5.1,18.3,96.0,5.9,0.373,75
2024-05-28,23:00:00,32.6,22.5,556.0,11.0,5.8,18.1,95.0,5.1,0.371,76
2024-05-29,00:00:00,24.2,16.6,485.0,8.2,4.4,18.3,94.0,4.4,0.37,77
2024-05-29,01:00:00,29.5,19.9,444.0,6.9,4.8,21.3,90.0,3.7,0.369,77
2024-05-29,02:00:00,38.6,23.9,387.0,5.1,5.4,24.5,72.0,2.2,0.367,78
2024-05-29,03:00:00,44.7,25.3,340.0,3.5,5.7,25.9,67.0,2.3,0.365,79
2024-05-29,04:00:00,46.4,25.5,313.0,2.4,5.6,27.4,62.0,2.8,0.361,80
2024-05-29,05:00:00,45.6,26.0,297.0,1.6,5.4,28.5,61.0,5.4,0.358,81
2024-05-29,06:00:00,43.4,25.2,287.0,1.0,5.2,28.0,64.0,7.7,0.354,81
2024-05-29,07:00:00,45.2,25.8,282.0,0.7,5.2,27.3,64.0,4.9,0.351,94
2024-05-29,08:00:00,42.6,25.2,283.0,0.8,5.3,28.1,59.0,8.6,0.349,115
2024-05-29,09:00:00,43.5,25.8,289.0,1.1,5.3,28.0,61.0,6.2,0.346,135
2024-05-29,10:00:00,44.6,26.8,292.0,1.5,5.2,26.2,68.0,5.4,0.352,148
2024-05-29,11:00:00,43.4,26.4,301.0,2.1,5.2,26.3,67.0,3.2,0.351,153
2024-05-29,12:00:00,41.7,26.3,327.0,3.5,4.9,25.7,67.0,0.0,0.35,151
2024-05-29,13:00:00,40.7,27.4,427.0,7.7,5.5,24.5,78.0,1.8,0.341,147
2024-05-29,14:00:00,41.3,28.3,566.0,13.5,6.2,22.8,83.0,4.7,0.341,140
2024-05-29,15:00:00,42.7,29.2,687.0,18.2,6.9,21.7,87.0,5.4,0.341,129
2024-05-29,16:00:00,44.4,30.4,778.0,20.9,7.3,20.7,90.0,5.8,0.341,115
2024-05-29,17:00:00,43.8,29.9,849.0,22.4,7.6,20.4,89.0,5.4,0.341,99
2024-05-29,18:00:00,40.0,27.4,878.0,22.4,7.7,20.6,85.0,5.5,0.34,82
2024-05-29,19:00:00,35.9,24.6,837.0,19.9,7.4,20.8,81.0,5.2,0.34,78
2024-05-29,20:00:00,32.6,22.4,753.0,15.9,6.9,20.9,79.0,5.6,0.34,78
2024-05-29,21:00:00,31.0,21.1,682.0,12.7,6.5,20.8,78.0,5.6,0.34,78
2024-05-29,22:00:00,30.6,20.8,653.0,11.8,6.5,20.7,76.0,5.6,0.339,78
2024-05-29,23:00:00,31.2,21.1,637.0,11.7,6.6,20.1,76.0,4.4,0.339,78
2024-05-30,00:00:00,24.4,16.6,637.0,11.0,5.6,20.2,75.0,2.5,0.339,78
2024-05-30,01:00:00,31.9,21.5,547.0,8.6,6.1,23.9,72.0,3.1,0.338,78
2024-05-30,02:00:00,38.0,24.0,423.0,5.3,6.8,26.6,62.0,3.5,0.337,78
2024-05-30,03:00:00,47.4,23.7,332.0,2.7,7.2,28.2,55.0,1.8,0.335,78
2024-05-30,04:00:00,54.8,25.3,305.0,1.6,7.2,29.7,51.0,3.4,0.333,78
2024-05-30,05:00:00,54.0,26.3,310.0,1.3,7.0,31.1,44.0,9.2,0.329,78
2024-05-30,06:00:00,51.8,27.5,320.0,1.2,6.8,31.7,39.0,11.0,0.325,78
2024-05-30,07:00:00,51.2,29.5,327.0,1.1,6.8,30.9,41.0,9.4,0.322,96
2024-05-30,08:00:00,51.8,31.5,340.0,1.2,7.0,30.8,41.0,9.5,0.319,119
2024-05-30,09:00:00,56.8,35.7,354.0,1.5,7.1,30.5,42.0,10.2,0.316,143
2024-05-30,10:00:00,61.9,39.6,360.0,1.6,7.2,29.2,47.0,4.3,0.314,157
2024-05-30,11:00:00,64.0,41.4,369.0,1.9,7.4,28.9,50.0,6.1,0.313,162
2024-05-30,12:00:00,76.6,51.2,419.0,3.7,6.5,27.5,57.0,5.4,0.312,162
2024-05-30,13:00:00,77.1,51.7,505.0,7.3,6.7,25.8,71.0,2.8,0.312,160
2024-05-30,14:00:00,75.2,51.1,624.0,12.4,7.1,24.3,75.0,2.5,0.312,156
2024-05-30,15:00:00,75.2,50.9,725.0,16.4,7.5,23.5,79.0,5.1,0.312,147
2024-05-30,16:00:00,75.4,51.1,790.0,18.5,8.0,22.0,86.0,6.0,0.312,133
2024-05-30,17:00:00,75.9,51.2,836.0,19.5,8.5,21.2,92.0,6.5,0.313,117
2024-05-30,18:00:00,75.7,51.0,862.0,19.8,8.9,20.6,96.0,7.2,0.313,101
2024-05-30,19:00:00,69.8,47.1,863.0,19.2,8.9,20.9,94.0,6.2,0.313,96
2024-05-30,20:00:00,61.5,41.6,844.0,17.8,8.7,21.1,91.0,3.0,0.313,98
2024-05-30,21:00:00,54.5,36.8,818.0,16.3,8.6,21.5,84.0,3.3,0.313,100
2024-05-30,22:00:00,49.0,33.1,792.0,15.2,8.7,21.4,82.0,4.4,0.313,102
2024-05-30,23:00:00,46.2,31.1,760.0,14.1,8.9,21.0,82.0,4.0,0.313,103
2024-05-31,00:00:00,42.6,28.5,778.0,13.8,8.2,21.1,82.0,1.8,0.313,104
2024-05-31,01:00:00,52.6,35.2,683.0,10.9,8.6,23.6,77.0,2.8,0.318,105
2024-05-31,02:00:00,76.4,49.6,551.0,6.9,9.2,25.1,72.0,2.3,0.317,107
2024-05-31,03:00:00,72.4,44.7,449.0,3.8,9.3,26.9,66.0,3.8,0.315,109
2024-05-31,04:00:00,77.1,46.7,409.0,2.4,8.5,27.9,63.0,6.6,0.313,112
2024-05-31,05:00:00,82.0,48.2,399.0,1.7,7.3,28.6,59.0,7.4,0.31,114
2024-05-31,06:00:00,85.9,48.7,391.0,1.4,6.3,29.4,54.0,8.9,0.307,116
2024-05-31,07:00:00,86.6,47.5,372.0,1.1,5.7,29.9,51.0,9.4,0.304,118
2024-05-31,08:00:00,83.4,45.5,355.0,1.1,5.3,30.3,46.0,10.2,0.301,120
2024-05-31,09:00:00,80.6,43.8,345.0,1.3,5.0,29.6,48.0,12.2,0.298,138
2024-05-31,10:00:00,76.6,42.5,338.0,1.5,4.7,28.9,51.0,7.1,0.296,150
2024-05-31,11:00:00,75.2,42.1,339.0,1.9,4.5,27.9,58.0,8.7,0.295,154
2024-05-31,12:00:00,74.7,46.1,368.0,3.5,4.7,26.7,65.0,6.7,0.294,151
2024-05-31,13:00:00,74.7,47.3,443.0,6.9,5.2,24.6,83.0,3.9,0.299,147
2024-05-31,14:00:00,74.5,48.1,545.0,11.5,5.9,23.6,80.0,1.1,0.299,139
2024-05-31,15:00:00,77.1,49.6,621.0,14.7,6.5,22.8,80.0,3.2,0.299,128
2024-05-31,16:00:00,79.6,50.6,647.0,15.4,6.9,21.4,86.0,4.0,0.3,121
2024-05-31,17:00:00,76.6,49.6,645.0,14.7,7.2,20.7,90.0,2.9,0.3,121
2024-05-31,18:00:00,76.4,49.2,631.0,13.6,7.3,21.3,88.0,1.8,0.3,121
2024-05-31,19:00:00,72.6,47.3,602.0,12.0,7.2,20.9,90.0,4.0,0.3,121
2024-05-31,20:00:00,67.5,44.2,560.0,9.9,7.0,20.3,94.0,5.1,0.3,121
2024-05-31,21:00:00,61.0,40.4,528.0,8.5,6.7,19.9,95.0,4.3,0.3,121
2024-05-31,22:00:00,54.7,36.4,520.0,8.4,6.2,19.3,96.0,5.4,0.3,122
2024-05-31,23:00:00,49.2,32.9,522.0,8.9,5.6,18.9,97.0,4.3,0.3,122
2024-06-01,00:00:00,46.0,30.9,517.0,7.9,4.1,18.9,97.0,3.3,0.301,122
2024-06-01,01:00:00,50.8,33.5,488.0,6.8,4.5,21.0,90.0,2.3,0.3,122
2024-06-01,02:00:00,59.6,38.1,447.0,5.2,5.0,22.9,82.0,1.1,0.3,122
2024-06-01,03:00:00,70.5,41.7,410.0,3.8,5.3,24.7,74.0,2.2,0.299,121
2024-06-01,04:00:00,81.7,40.4,383.0,2.7,5.3,26.2,64.0,3.6,0.299,121
2024-06-01,05:00:00,87.3,40.7,360.0,1.8,5.2,27.2,63.0,4.3,0.297,120
2024-06-01,06:00:00,89.2,41.0,343.0,1.2,5.1,26.9,64.0,2.5,0.295,119
2024-06-01,07:00:00,88.9,40.5,334.0,1.0,5.1,26.4,65.0,2.9,0.294,118
2024-06-01,08:00:00,90.3,41.2,330.0,1.1,5.1,26.2,63.0,5.8,0.292,118
2024-06-01,09:00:00,87.5,40.9,330.0,1.3,5.2,25.7,66.0,4.3,0.29,133
2024-06-01,10:00:00,87.3,41.2,322.0,1.3,5.2,26.1,64.0,2.4,0.289,147
2024-06-01,11:00:00,83.4,39.7,316.0,1.4,5.3,26.5,60.0,4.1,0.287,153
2024-06-01,12:00:00,107.1,53.9,363.0,3.2,5.3,25.9,63.0,4.2,0.287,152
2024-06-01,13:00:00,93.8,53.7,443.0,6.7,5.9,23.1,81.0,1.5,0.318,149
2024-06-01,14:00:00,87.1,53.3,556.0,11.5,6.6,21.9,86.0,5.0,0.318,143
2024-06-01,15:00:00,84.8,53.1,660.0,15.7,7.3,21.1,89.0,4.9,0.317,133
2024-06-01,16:00:00,84.8,53.2,749.0,18.8,7.8,20.3,91.0,6.3,0.317,120
2024-06-01,17:00:00,87.5,54.0,829.0,21.1,8.1,19.6,92.0,7.0,0.317,119
2024-06-01,18:00:00,91.0,54.7,873.0,22.1,8.4,19.3,91.0,7.0,0.317,120
2024-06-01,19:00:00,91.3,54.2,858.0,20.7,8.5,19.1,91.0,7.2,0.316,120
2024-06-01,20:00:00,86.4,52.3,808.0,17.9,8.6,18.7,92.0,6.8,0.318,121
2024-06-01,21:00:00,83.8,50.8,767.0,15.6,8.6,18.9,91.0,4.8,0.317,122
2024-06-01,22:00:00,81.0,49.2,764.0,15.1,8.7,18.8,92.0,4.7,0.317,123
2024-06-01,23:00:00,77.8,47.4,771.0,15.2,8.8,19.0,90.0,1.1,0.317,124
2024-06-02,00:00:00,70.3,42.6,718.0,13.6,9.2,19.6,85.0,4.0,0.317,126
2024-06-02,01:00:00,92.2,52.5,640.0,10.8,8.9,21.1,81.0,6.0,0.319,127
2024-06-02,02:00:00,108.3,58.9,531.0,6.9,8.4,23.8,66.0,5.0,0.318,129
2024-06-02,03:00:00,107.3,56.8,445.0,3.8,7.7,25.9,58.0,4.0,0.316,131
2024-06-02,04:00:00,105.0,55.8,405.0,2.3,6.8,27.2,54.0,5.1,0.313,133
2024-06-02,05:00:00,102.7,54.7,387.0,1.6,5.8,26.5,57.0,7.2,0.313,134
2024-06-02,06:00:00,101.5,54.6,375.0,1.2,4.9,27.5,55.0,7.7,0.311,136
2024-06-02,07:00:00,100.4,54.1,365.0,1.0,4.4,27.4,57.0,7.7,0.308,137
2024-06-02,08:00:00,97.1,53.7,361.0,1.1,4.0,27.9,56.0,5.7,0.305,139
2024-06-02,09:00:00,98.7,54.5,359.0,1.3,3.8,28.5,53.0,4.0,0.302,140
2024-06-02,10:00:00,97.1,52.9,350.0,1.3,3.6,28.7,51.0,6.4,0.3,141
2024-06-02,11:00:00,94.3,51.3,343.0,1.5,3.6,27.4,57.0,7.6,0.299,143
2024-06-02,12:00:00,86.4,50.2,376.0,3.2,3.7,26.6,61.0,4.0,0.298,144
2024-06-02,13:00:00,80.8,49.8,432.0,5.5,4.2,23.6,78.0,1.8,0.304,143
2024-06-02,14:00:00,76.6,49.1,507.0,8.7,4.8,22.6,76.0,1.4,0.304,143
2024-06-02,15:00:00,76.8,49.2,554.0,10.7,5.2,22.0,81.0,2.9,0.304,143
2024-06-02,16:00:00,79.9,50.5,545.0,10.5,5.3,21.4,87.0,6.2,0.304,142
2024-06-02,17:00:00,78.9,49.8,506.0,9.1,5.1,21.0,89.0,5.0,0.341,142
2024-06-02,18:00:00,78.9,46.2,472.0,7.8,5.0,19.6,94.0,5.8,0.388,141
2024-06-02,19:00:00,69.4,44.1,450.0,7.0,4.9,19.1,99.0,4.8,0.388,141
2024-06-02,20:00:00,61.0,40.9,432.0,6.4,4.8,19.0,98.0,4.3,0.383,139
2024-06-02,21:00:00,56.3,38.2,424.0,6.2,4.8,18.6,98.0,5.4,0.379,138
2024-06-02,22:00:00,54.8,36.8,436.0,7.0,5.2,18.3,98.0,4.3,0.375,137
2024-06-02,23:00:00,54.9,36.3,459.0,8.3,5.7,17.9,98.0,3.3,0.372,136
2024-06-03,00:00:00,54.6,36.1,488.0,8.0,4.9,17.8,98.0,3.3,0.369,135
2024-06-03,01:00:00,60.1,39.3,441.0,6.4,4.7,20.1,96.0,3.6,0.315,134
2024-06-03,02:00:00,77.8,43.5,375.0,4.2,4.3,22.5,81.0,3.3,0.314,132
2024-06-03,03:00:00,86.8,37.3,323.0,2.5,4.1,24.6,71.0,2.3,0.313,131
2024-06-03,04:00:00,87.3,36.4,298.0,1.6,4.0,25.9,69.0,5.9,0.311,129
2024-06-03,05:00:00,85.2,36.2,286.0,1.2,4.0,26.7,66.0,5.9,0.309,127
2024-06-03,06:00:00,82.9,36.7,280.0,1.0,4.0,27.6,57.0,8.2,0.306,125
2024-06-03,07:00:00,83.8,38.3,276.0,0.9,3.8,27.5,57.0,8.9,0.302,123
2024-06-03,08:00:00,81.0,37.4,277.0,1.0,3.6,26.1,63.0,8.2,0.3,121
2024-06-03,09:00:00,82.2,38.8,282.0,1.4,3.5,26.9,57.0,4.8,0.298,120
2024-06-03,10:00:00,87.3,41.9,281.0,1.5,3.6,27.0,55.0,5.9,0.296,118
2024-06-03,11:00:00,89.2,42.8,284.0,1.8,3.9,26.4,59.0,7.0,0.295,120
2024-06-03,12:00:00,90.6,46.4,310.0,3.2,3.4,25.3,64.0,7.1,0.294,119
